City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tiruppur,IN,2022-01-26 02:18:40,11.1,77.35,70.95,83,49,3.31
295,Northam,GB,2022-01-26 02:18:40,51.0333,-4.2167,43.56,87,100,1.5
296,Saint-Georges,GD,2022-01-26 02:18:40,12.0564,-61.7485,77.29,75,0,12.5
297,Yakeshi,CN,2022-01-26 02:18:40,49.2833,120.7333,-2.25,97,100,3.67
298,Mahebourg,MU,2022-01-26 02:18:41,-20.4081,57.7,75.49,73,40,5.75
299,Chuy,UY,2022-01-26 02:18:41,-33.6971,-53.4616,74.64,95,100,4.29
300,Komsomolskiy,UZ,2022-01-26 02:18:41,40.4272,71.7189,29.62,80,75,4.61
301,Talas,TR,2022-01-26 02:18:41,38.6908,35.5538,18.27,93,100,3.44
302,Daokou,CN,2022-01-26 02:18:42,35.5639,114.5058,36.46,57,78,10.58
303,Tecozautla,MX,2022-01-26 02:18:42,20.5333,-99.6333,63.16,44,3,4.25
304,Codrington,AU,2022-01-26 02:18:42,-38.2667,141.9667,94.03,28,74,4.85
305,Vestmanna,FO,2022-01-26 02:18:42,62.1564,-7.1664,40.12,65,75,41.43
306,Fukuma,JP,2022-01-26 02:18:43,33.7667,130.4667,55.29,60,24,9.8
307,Arraial Do Cabo,BR,2022-01-26 02:15:49,-22.9661,-42.0278,75.72,90,0,17.85
308,Havoysund,NO,2022-01-26 02:18:43,70.9963,24.6622,27.48,65,100,25.61
309,Belle Fourche,US,2022-01-26 02:18:43,44.6714,-103.8522,25.45,62,10,6.2
310,Glasgow,GB,2022-01-26 02:14:48,55.8652,-4.2576,47.16,95,75,18.41
311,Richards Bay,ZA,2022-01-26 02:18:44,-28.783,32.0377,72.55,93,40,3.04
312,Kathmandu,NP,2022-01-26 02:16:10,27.7167,85.3167,44.82,93,40,0.0
313,Rudbar,AF,2022-01-26 02:18:44,30.15,62.6,43.74,36,0,1.61
314,Zalesovo,RU,2022-01-26 02:18:44,53.9939,84.7431,1.53,93,100,7.83
315,San Patricio,US,2022-01-26 02:18:45,28.017,-97.5169,57.29,79,0,11.95
316,Talcahuano,CL,2022-01-26 02:18:45,-36.7167,-73.1167,62.28,77,0,10.36
317,Chalmette,US,2022-01-26 02:18:45,29.9427,-89.9634,53.6,83,0,1.99
318,San Vicente,AR,2022-01-26 02:18:45,-26.6167,-54.1333,68.38,99,78,2.04
319,Prado,BR,2022-01-26 02:19:46,-17.3411,-39.2208,76.3,87,100,10.67
320,Jawhar,SO,2022-01-26 02:19:46,2.7809,45.5005,68.74,79,2,9.98
321,Poshekhonye,RU,2022-01-26 02:19:46,58.4993,39.1353,15.3,98,99,3.65
322,Saint-Augustin,CA,2022-01-26 02:19:46,51.226,-58.6502,6.24,96,99,6.76
323,Shimoda,JP,2022-01-26 02:19:47,34.6667,138.95,50.11,73,100,6.42
324,Talavera,PH,2022-01-26 02:19:47,15.6167,120.9333,84.81,53,54,8.81
325,Flinders,AU,2022-01-26 02:19:47,-34.5833,150.8552,77.25,71,100,7.83
326,Kismayo,SO,2022-01-26 02:19:47,-0.3582,42.5454,77.23,78,52,19.24
327,Charlestown,AU,2022-01-26 02:15:31,-32.95,151.6667,79.83,69,100,1.01
328,Kiruna,SE,2022-01-26 02:19:48,67.8557,20.2251,18.52,79,100,11.5
329,Taywarah,AF,2022-01-26 02:19:48,33.35,64.4167,3.78,39,0,5.84
330,Kaeo,NZ,2022-01-26 02:19:48,-35.1,173.7833,77.32,90,3,10.63
331,Padang,ID,2022-01-26 02:18:37,-0.9492,100.3543,80.65,82,100,3.87
332,Tambun,ID,2022-01-26 02:19:49,-6.2641,107.0712,86.04,83,40,5.75
333,Longyearbyen,SJ,2022-01-26 02:19:49,78.2186,15.6401,15.64,57,40,19.57
334,Ituiutaba,BR,2022-01-26 02:19:49,-18.9689,-49.465,72.82,84,97,3.15
335,Portland,US,2022-01-26 02:18:41,45.5234,-122.6762,43.84,73,20,1.99
336,Santa Cruz,BO,2022-01-26 02:19:50,-17.8,-63.1667,80.06,78,40,5.75
337,Adrar,MR,2022-01-26 02:19:50,20.5022,-10.0711,65.79,17,100,6.04
338,Barahona,DO,2022-01-26 02:19:50,18.2085,-71.1008,75.11,67,53,3.6
339,Manaure,CO,2022-01-26 02:19:51,11.7751,-72.4445,77.29,79,97,16.69
340,Severo-Kurilsk,RU,2022-01-26 02:19:51,50.6789,156.125,26.73,55,39,7.0
341,Perth,AU,2022-01-26 02:17:57,-31.9333,115.8333,79.02,48,0,9.22
342,Nouakchott,MR,2022-01-26 02:19:51,18.0858,-15.9785,71.53,34,3,11.65
343,Muli,MV,2022-01-26 02:19:51,2.9167,73.5667,79.77,64,99,11.18
344,Jiujiang,CN,2022-01-26 02:19:52,29.7333,115.9833,44.82,94,100,9.8
345,Tilichiki,RU,2022-01-26 02:19:52,60.4667,166.1,-7.62,93,100,11.59
346,Abha,SA,2022-01-26 02:19:52,18.2164,42.5053,49.82,93,0,0.0
347,Suez,EG,2022-01-26 02:19:52,29.9737,32.5263,48.92,52,5,5.99
348,Sembe,CG,2022-01-26 02:19:53,1.6481,14.5806,69.66,46,100,2.77
349,Fukue,JP,2022-01-26 02:19:53,32.6881,128.8419,52.16,66,40,11.5
350,Luwuk,ID,2022-01-26 02:19:53,-0.9516,122.7875,84.94,75,94,4.25
351,Hamilton,US,2022-01-26 02:16:00,39.1834,-84.5333,23.11,68,0,3.0
352,Chadiza,ZM,2022-01-26 02:19:54,-14.0678,32.4392,61.9,96,100,7.14
353,San Jose,US,2022-01-26 02:17:37,37.3394,-121.895,56.57,74,0,3.0
354,Talnakh,RU,2022-01-26 02:19:54,69.4865,88.3972,1.2,95,94,12.75
355,Gambela,ET,2022-01-26 02:16:13,8.25,34.5833,79.0,35,34,3.09
356,Inuvik,CA,2022-01-26 02:19:54,68.3499,-133.7218,18.36,92,100,17.27
357,Clearwater,US,2022-01-26 02:17:54,27.9659,-82.8001,56.17,89,100,7.0
358,Seoul,KR,2022-01-26 02:16:45,37.5683,126.9778,38.77,56,6,2.3
359,Da Nang,VN,2022-01-26 02:19:55,16.0678,108.2208,80.58,74,40,0.0
360,Sechura,PE,2022-01-26 02:19:55,-5.5569,-80.8222,74.07,71,86,12.57
361,Kamenka,RU,2022-01-26 02:19:55,51.3223,42.7678,2.16,100,93,4.56
362,Belomorsk,RU,2022-01-26 02:19:55,64.5232,34.7668,10.83,93,6,7.16
363,Kalabo,ZM,2022-01-26 02:19:56,-14.97,22.6814,67.19,79,100,3.62
364,Dhidhdhoo,MV,2022-01-26 02:19:56,6.8833,73.1,79.86,59,92,7.92
365,Coihaique,CL,2022-01-26 02:19:56,-45.5752,-72.0662,57.15,62,0,0.0
366,Katherine,AU,2022-01-26 02:19:56,-14.4667,132.2667,84.52,70,20,13.8
367,Takaka,NZ,2022-01-26 02:19:57,-40.85,172.8,74.97,65,50,6.73
368,Mayo,US,2022-01-26 02:20:57,38.8876,-76.5119,34.3,54,100,5.01
369,Khasan,RU,2022-01-26 02:20:57,42.4308,130.6434,26.33,53,2,18.03
370,Santa Barbara,US,2022-01-26 02:17:49,34.7333,-120.0343,50.99,86,40,5.75
371,Maseru,LS,2022-01-26 02:20:58,-29.3167,27.4833,63.63,60,31,1.88
372,Viljoenskroon,ZA,2022-01-26 02:20:58,-27.2084,26.9485,62.33,53,78,11.7
373,Boa Vista,BR,2022-01-26 02:20:58,2.8197,-60.6733,84.18,61,40,12.66
374,Sri Aman,MY,2022-01-26 02:20:58,1.2376,111.4621,80.65,89,20,0.0
375,Deep River,CA,2022-01-26 02:20:59,46.1001,-77.4995,-6.57,93,11,4.47
376,Torremolinos,ES,2022-01-26 02:20:59,36.6204,-4.4998,56.75,75,20,16.11
377,Raga,SS,2022-01-26 02:20:59,8.4596,25.678,68.54,23,100,4.54
378,Palmer,US,2022-01-26 02:20:59,42.1584,-72.3287,29.21,61,0,1.01
379,San Lawrenz,MT,2022-01-26 02:21:00,36.0553,14.204,43.86,70,6,13.11
380,Poronaysk,RU,2022-01-26 02:21:00,49.2167,143.1167,6.76,77,64,1.03
381,Malaryta,BY,2022-01-26 02:21:00,51.7905,24.074,32.5,97,100,6.76
382,Taltal,CL,2022-01-26 02:21:01,-25.4,-70.4833,66.79,76,0,3.6
383,Fort Nelson,CA,2022-01-26 02:21:01,58.8053,-122.7002,40.59,65,75,19.57
384,San Joaquin,US,2022-01-26 02:21:01,37.9333,-121.3011,57.2,57,0,3.44
385,Liverpool,GB,2022-01-26 02:21:01,53.4106,-2.9779,42.13,90,100,1.01
386,Karratha,AU,2022-01-26 02:21:02,-20.7377,116.8463,87.39,61,0,10.83
387,Sitka,US,2022-01-26 02:21:02,57.0531,-135.33,39.09,87,100,3.44
388,Nikel,RU,2022-01-26 02:21:02,69.4128,30.222,17.78,86,29,17.31
389,Togur,RU,2022-01-26 02:21:03,58.3631,82.8265,-6.11,100,91,2.98
390,Slave Lake,CA,2022-01-26 02:21:03,55.2834,-114.769,40.98,60,100,28.77
391,Sobolevo,RU,2022-01-26 02:21:03,54.4299,31.8996,26.78,82,100,10.22
392,Podgorenskiy,RU,2022-01-26 02:21:03,50.405,39.6429,13.06,97,100,4.68
393,Mazamari,PE,2022-01-26 02:21:04,-11.3258,-74.5308,70.27,98,94,1.72
394,Bembibre,ES,2022-01-26 02:21:04,42.6177,-6.4155,40.39,88,3,3.2
395,Laguna,US,2022-01-26 02:21:04,38.421,-121.4238,57.33,72,0,1.99
396,Lugazi,UG,2022-01-26 02:21:04,0.3772,32.9197,61.72,71,9,0.87
397,Marfino,RU,2022-01-26 02:21:05,55.7028,37.3822,17.74,92,75,4.47
398,Barrow,US,2022-01-26 02:21:05,71.2906,-156.7887,-7.58,77,75,20.71
399,Lubango,AO,2022-01-26 02:21:05,-14.9172,13.4925,62.49,84,100,3.85
400,Malibu,US,2022-01-26 02:21:06,34.005,-118.8101,63.57,78,0,1.36
401,Lorengau,PG,2022-01-26 02:21:06,-2.0226,147.2712,85.05,71,100,6.91
402,Mirabad,AF,2022-01-26 02:21:06,30.4362,61.8383,44.47,46,0,3.02
403,Agadez,NE,2022-01-26 02:21:06,19.75,10.25,51.12,32,17,11.65
404,Byron Bay,AU,2022-01-26 02:21:07,-28.65,153.6167,77.11,83,99,5.39
405,Puri,IN,2022-01-26 02:21:07,19.8,85.85,66.72,82,0,8.95
406,Tupik,RU,2022-01-26 02:21:07,54.4253,119.9327,-8.3,95,78,2.1
407,Lima,PE,2022-01-26 02:18:16,-12.0432,-77.0282,72.9,72,40,13.8
408,Bisira,PA,2022-01-26 02:21:08,8.5196,-81.7115,54.99,93,62,5.5
409,Fortuna,US,2022-01-26 02:21:08,40.5982,-124.1573,45.09,91,4,1.01
410,Narsaq,GL,2022-01-26 02:18:33,60.9167,-46.05,26.82,91,100,9.91
411,Batagay-Alyta,RU,2022-01-26 02:21:08,67.8006,130.4114,-10.03,90,100,2.91
412,Matay,EG,2022-01-26 02:21:08,28.419,30.7792,46.26,58,7,5.79
413,Acajutla,SV,2022-01-26 02:21:09,13.5928,-89.8275,76.8,80,0,5.48
414,Kodinsk,RU,2022-01-26 02:21:09,58.6881,99.1844,-12.1,100,92,1.97
415,Fort Madison,US,2022-01-26 02:21:09,40.6298,-91.3151,7.39,78,2,9.01
416,Buala,SB,2022-01-26 02:22:09,-8.145,159.5921,82.72,76,95,5.97
417,Lahaina,US,2022-01-26 02:22:10,20.8783,-156.6825,84.2,77,88,6.91
418,Kuching,MY,2022-01-26 02:22:10,1.55,110.3333,82.62,78,40,1.14
419,Seddon,AU,2022-01-26 02:22:10,-37.8068,144.8916,98.67,38,40,9.22
420,Panaba,MX,2022-01-26 02:22:11,21.2833,-88.2667,72.45,93,8,5.32
421,Supe,PE,2022-01-26 02:22:11,-10.8,-77.7333,71.28,83,25,6.93
422,Chandler,US,2022-01-26 02:20:15,33.3062,-111.8412,63.45,33,20,5.75
423,Tlapacoyan,MX,2022-01-26 02:22:11,19.9667,-97.2167,64.15,98,100,1.72
424,Adre,TD,2022-01-26 02:22:11,13.4667,22.2,62.96,23,59,15.32
425,Arona,ES,2022-01-26 02:22:12,28.0996,-16.681,57.74,60,0,10.36
426,Hay River,CA,2022-01-26 02:22:12,60.8156,-115.7999,13.98,79,75,9.22
427,Dandong,CN,2022-01-26 02:22:12,40.1292,124.3947,26.98,41,5,11.03
428,Pasighat,IN,2022-01-26 02:22:12,28.0667,95.3333,58.41,75,99,2.42
429,Beckley,US,2022-01-26 02:22:13,37.7782,-81.1882,29.23,88,100,3.0
430,Cherskiy,RU,2022-01-26 02:22:13,68.75,161.3,-42.3,99,71,5.12
431,Bonavista,CA,2022-01-26 02:22:13,48.6499,-53.1147,27.12,69,100,7.96
432,Constitucion,CL,2022-01-26 02:22:14,-35.3333,-72.4167,56.46,93,2,8.01
433,George,ZA,2022-01-26 02:22:14,-33.963,22.4617,63.95,100,100,8.05
434,Sao Borja,BR,2022-01-26 02:22:14,-28.6606,-56.0044,82.94,83,26,9.53
435,Isangel,VU,2022-01-26 02:22:14,-19.55,169.2667,85.96,70,14,4.9
436,Esmeraldas,BR,2022-01-26 02:22:15,-19.7625,-44.3139,74.26,81,65,7.02
437,Santiago De Chuco,PE,2022-01-26 02:22:15,-8.15,-78.1833,51.96,95,100,2.95
438,Isla Mujeres,MX,2022-01-26 02:18:39,21.2311,-86.731,77.16,81,0,12.44
439,Malakal,SS,2022-01-26 02:22:15,9.5334,31.6605,76.42,27,26,8.68
440,Niquero,CU,2022-01-26 02:22:15,20.0431,-77.5828,74.62,85,0,5.14
441,Silver Spring,US,2022-01-26 02:22:16,38.9907,-77.0261,33.22,53,100,3.0
442,Puerto Madero,MX,2022-01-26 02:22:16,14.7208,-92.4215,75.4,100,0,0.0
443,Carpentersville,US,2022-01-26 02:22:16,42.1211,-88.2579,4.41,65,7,4.0
444,Pemba,MZ,2022-01-26 02:22:16,-12.974,40.5178,79.5,83,75,9.22
445,Alekseyevka,RU,2022-01-26 02:21:12,50.6309,38.6903,15.48,95,100,5.95
446,Itapecerica,BR,2022-01-26 02:22:17,-20.4725,-45.1256,65.41,88,10,3.74
447,Manokwari,ID,2022-01-26 02:22:17,-0.8667,134.0833,83.82,70,96,5.86
448,Porto Santo,PT,2022-01-26 02:22:17,33.072,-16.3415,60.71,67,40,13.8
449,Barisal,BD,2022-01-26 02:22:18,22.7019,90.3711,67.03,64,37,5.08
450,Verkhnechusovskiye Gorodki,RU,2022-01-26 02:22:18,58.1671,57.1086,1.15,99,53,3.44
451,Srandakan,ID,2022-01-26 02:22:18,-7.9386,110.2506,83.79,74,100,6.2
452,Port Blair,IN,2022-01-26 02:22:18,11.6667,92.75,82.44,65,20,6.91
453,Dataganj,IN,2022-01-26 02:22:19,28.0333,79.4,46.09,90,0,5.3
454,Lata,PT,2022-01-26 02:22:19,40.1629,-8.3327,49.71,86,5,4.92
455,Turukhansk,RU,2022-01-26 02:21:15,65.8167,87.9833,-17.52,100,92,6.44
456,North Platte,US,2022-01-26 02:22:19,41.1239,-100.7654,21.99,91,100,1.01
457,Pulandian,CN,2022-01-26 02:22:20,39.3953,121.9669,26.73,39,100,11.86
458,Kawalu,ID,2022-01-26 02:22:20,-7.3817,108.2082,81.97,72,100,1.36
459,Carutapera,BR,2022-01-26 02:22:20,-1.195,-46.02,76.53,89,48,5.95
460,Pangai,TO,2022-01-26 02:22:20,-19.8,-174.35,82.17,73,25,13.91
461,North Battleford,CA,2022-01-26 02:22:21,52.7834,-108.2847,28.49,80,75,19.57
462,General Macarthur,PH,2022-01-26 02:23:21,11.2464,125.5394,80.35,92,78,9.06
463,Aguadilla,PR,2022-01-26 02:19:23,18.4275,-67.1541,75.88,87,0,1.01
464,Veere,NL,2022-01-26 02:23:21,51.5483,3.6667,39.18,91,100,3.0
465,Contai,IN,2022-01-26 02:23:22,21.7786,87.7536,68.41,73,0,3.96
466,Calama,CL,2022-01-26 02:23:22,-22.4667,-68.9333,59.49,23,76,9.22
467,Codajas,BR,2022-01-26 02:23:22,-3.8367,-62.0569,74.75,97,100,2.17
468,Oistins,BB,2022-01-26 02:23:22,13.0667,-59.5333,73.49,88,40,6.91
469,Severomuysk,RU,2022-01-26 02:23:23,56.1481,113.4267,-17.23,97,71,3.2
470,Gillette,US,2022-01-26 02:22:08,44.2911,-105.5022,21.81,85,0,4.0
471,Broken Hill,AU,2022-01-26 02:23:23,-31.95,141.4333,89.31,37,40,8.05
472,Kanodar,IN,2022-01-26 02:23:23,24.1,72.3833,49.78,43,0,6.15
473,Viedma,AR,2022-01-26 02:23:23,-40.8135,-62.9967,66.74,59,100,15.79
474,Vyazovaya,RU,2022-01-26 02:23:24,54.905,58.3561,1.38,94,69,3.83
475,Pangoa,PE,2022-01-26 02:23:24,-12.1167,-73.0,67.62,98,11,2.08
476,Namwala,ZM,2022-01-26 02:23:24,-15.7504,26.4384,64.51,99,100,5.44
477,Cap-Aux-Meules,CA,2022-01-26 02:23:25,47.3821,-61.8597,33.85,100,100,17.27
478,Ihosy,MG,2022-01-26 02:23:25,-22.4,46.1167,61.38,94,63,5.97
479,Port Maria,JM,2022-01-26 02:23:25,18.3685,-76.8895,78.76,94,6,6.73
480,Xuanzhou,CN,2022-01-26 02:23:25,30.9525,118.7553,41.65,92,100,12.08
481,Exu,BR,2022-01-26 02:23:26,-7.5119,-39.7242,77.41,87,36,4.45
482,Onalaska,US,2022-01-26 02:23:26,43.8844,-91.2351,-4.18,70,0,5.75
483,Hailar,CN,2022-01-26 02:23:26,49.2,119.7,2.23,94,97,5.12
484,Dole,FR,2022-01-26 02:23:26,47.0833,5.5,31.5,100,100,2.3
485,Colorado Springs,US,2022-01-26 02:23:27,38.8339,-104.8214,26.22,77,100,1.01
486,Maralal,KE,2022-01-26 02:23:27,1.0968,36.698,57.56,54,6,6.35
487,Lethem,GY,2022-01-26 02:23:27,3.3803,-59.7968,79.84,68,94,12.44
488,Prince George,CA,2022-01-26 02:23:12,53.9166,-122.753,31.44,74,0,11.5
489,Wuan,CN,2022-01-26 02:23:28,31.6836,112.0044,37.04,98,100,8.81
490,Ambon,ID,2022-01-26 02:22:50,-3.6954,128.1814,91.54,55,20,10.36
491,La Palma,US,2022-01-26 02:23:28,33.8464,-118.0467,65.97,80,20,1.01
492,Kazerun,IR,2022-01-26 02:23:28,29.6195,51.6541,50.95,48,1,2.53
493,Moose Factory,CA,2022-01-26 02:23:28,51.2585,-80.6094,-20.2,69,0,8.05
494,Libenge,CD,2022-01-26 02:23:29,3.65,18.6333,71.17,33,76,4.52
495,Goiatuba,BR,2022-01-26 02:23:29,-18.0125,-49.3547,69.39,84,76,2.39
496,Along,IN,2022-01-26 02:23:29,28.1667,94.7667,52.63,91,100,1.19
497,Cidreira,BR,2022-01-26 02:23:29,-30.1811,-50.2056,77.52,87,87,18.54
498,Torbay,CA,2022-01-26 02:23:30,47.6666,-52.7314,27.57,89,75,4.61
499,Katiola,CI,2022-01-26 02:23:30,8.1333,-5.1,70.84,19,1,4.7
500,Brae,GB,2022-01-26 02:23:30,60.3964,-1.353,42.71,69,71,34.11
501,Vung Tau,VN,2022-01-26 02:20:22,10.346,107.0843,78.78,75,47,7.4
502,Hofn,IS,2022-01-26 02:23:31,64.2539,-15.2082,33.26,55,15,15.79
503,Urusha,RU,2022-01-26 02:23:31,54.05,122.9,-1.23,79,29,2.8
504,San Carlos De Bariloche,AR,2022-01-26 02:23:31,-41.1456,-71.3082,65.95,52,0,8.05
505,Qaqortoq,GL,2022-01-26 02:21:29,60.7167,-46.0333,27.1,85,100,9.78
506,Beyneu,KZ,2022-01-26 02:23:32,45.3167,55.2,28.58,76,30,13.06
507,Ayagoz,KZ,2022-01-26 02:23:32,47.9714,80.4392,-7.35,100,100,4.83
508,Berberati,CF,2022-01-26 02:24:32,4.2612,15.7922,68.09,26,100,3.09
509,Mosetse,BW,2022-01-26 02:24:32,-20.75,26.65,68.31,78,89,16.53
510,Zhuhai,CN,2022-01-26 02:24:33,22.2769,113.5678,69.58,88,40,5.75
511,Fare,PF,2022-01-26 02:24:33,-16.7,-151.0167,81.05,77,82,14.74
512,Baicheng,CN,2022-01-26 02:24:33,45.6167,122.8167,9.84,74,12,4.32
513,Tamandare,BR,2022-01-26 02:24:33,-8.7597,-35.1047,79.34,78,29,8.34
514,Red Bluff,US,2022-01-26 02:24:34,40.1785,-122.2358,65.08,25,0,6.91
515,Ciudad Bolivar,VE,2022-01-26 02:24:34,8.1222,-63.5497,78.39,70,99,15.48
516,Grafton,US,2022-01-26 02:24:34,42.207,-71.6856,30.15,58,0,1.99
517,Gao,ML,2022-01-26 02:24:35,16.6362,1.637,59.76,17,91,12.59
518,Birao,CF,2022-01-26 02:24:35,10.2849,22.7882,66.99,23,76,6.78
519,Goderich,CA,2022-01-26 02:24:35,43.7501,-81.7165,16.92,85,100,10.36
520,Ilulissat,GL,2022-01-26 02:23:30,69.2167,-51.1,14.02,52,100,28.77
521,Killin,US,2022-01-26 02:24:35,33.6123,-91.7412,35.69,55,0,5.75
522,Santa Isabel Do Rio Negro,BR,2022-01-26 02:24:36,-0.4139,-65.0192,74.21,98,100,2.08
523,Honningsvag,NO,2022-01-26 02:24:36,70.9821,25.9704,32.22,61,100,28.16
524,Zaqatala,AZ,2022-01-26 02:24:36,41.6336,46.6433,34.27,100,100,4.61
525,Corinto,GR,2022-01-26 02:24:36,37.9407,22.9573,37.89,70,4,3.89
526,Tadine,NC,2022-01-26 02:24:37,-21.55,167.8833,81.39,77,80,12.82
527,Lishui,CN,2022-01-26 02:24:37,28.4604,119.9103,49.51,95,100,1.54
528,Kamina,CD,2022-01-26 02:24:37,-8.7386,24.9906,63.37,96,100,6.78
529,Nurlat,RU,2022-01-26 02:24:37,54.4277,50.8051,5.47,96,98,7.05
530,Aklavik,CA,2022-01-26 02:24:17,68.2191,-135.0107,18.32,87,92,22.21
531,Beloha,MG,2022-01-26 02:24:38,-25.1667,45.05,67.14,72,0,8.43
532,Baghdad,IQ,2022-01-26 02:22:59,33.3406,44.4009,49.28,49,0,5.91
533,Llandrindod Wells,GB,2022-01-26 02:24:38,52.2416,-3.3787,36.91,92,18,4.25
534,Selty,RU,2022-01-26 02:24:38,57.3132,52.1345,0.61,97,98,5.66
535,Kurkino,RU,2022-01-26 02:24:39,53.4257,38.6582,3.56,97,100,6.38
536,Taitung,TW,2022-01-26 02:24:39,22.7583,121.1444,75.47,69,75,5.75
537,Hastings,GB,2022-01-26 02:24:39,50.8552,0.5729,37.8,80,95,7.49
538,Sabha,LY,2022-01-26 02:24:40,27.0377,14.4283,41.58,87,1,10.4
539,Cusuna,HN,2022-01-26 02:24:40,15.85,-85.2333,73.58,83,0,10.4
540,Nuuk,GL,2022-01-26 02:23:18,64.1835,-51.7216,21.81,79,100,9.22
541,Sarahan,IN,2022-01-26 02:24:40,31.5167,77.8,22.06,64,51,9.08
542,Gallup,US,2022-01-26 02:24:40,35.5281,-108.7426,39.04,35,100,4.0
543,Tura,IN,2022-01-26 02:22:16,25.5198,90.2201,60.01,68,0,2.84
544,Grindavik,IS,2022-01-26 02:20:11,63.8424,-22.4338,30.9,93,75,6.91
545,Placido De Castro,BR,2022-01-26 02:24:41,-10.3353,-67.1856,75.31,90,100,2.06
546,Sistranda,NO,2022-01-26 02:24:41,63.7256,8.834,40.96,90,100,29.35
547,Zhigansk,RU,2022-01-26 02:24:41,66.7697,123.3711,-13.31,98,97,8.19
548,Huaiyin,CN,2022-01-26 02:24:42,33.5886,119.0192,40.44,64,100,12.59
549,Trinidad,BO,2022-01-26 02:24:42,-14.8333,-64.9,77.09,84,73,3.51
550,Sinop,TR,2022-01-26 02:21:01,41.7711,34.8709,25.23,94,100,2.82
551,Medea,DZ,2022-01-26 02:24:42,36.2642,2.7539,36.05,63,6,7.34
552,Sola,VU,2022-01-26 02:24:42,-13.8833,167.55,81.7,80,98,15.82
553,Crateus,BR,2022-01-26 02:25:12,-5.1783,-40.6775,76.48,58,35,2.73
554,La Ronge,CA,2022-01-26 02:25:43,55.1001,-105.2842,12.45,85,100,9.22
555,Bull Savanna,JM,2022-01-26 02:25:43,17.8868,-77.5902,72.79,85,18,6.91
556,Gurupi,BR,2022-01-26 02:24:27,-11.7292,-49.0686,72.48,84,100,0.63
557,Kupino,RU,2022-01-26 02:25:43,54.3663,77.2981,11.93,97,100,2.89
558,Ogulin,HR,2022-01-26 02:25:44,45.2661,15.2286,32.83,92,5,2.1
559,Tsiroanomandidy,MG,2022-01-26 02:25:44,-18.7667,46.0333,64.87,94,100,1.99
560,Port-Cartier,CA,2022-01-26 02:24:15,50.0334,-66.8654,4.75,99,87,6.02
561,Beni Mazar,EG,2022-01-26 02:25:44,28.4962,30.8029,46.17,59,7,5.82
562,Rodeo,US,2022-01-26 02:25:44,38.033,-122.2669,55.58,80,0,0.0
563,Shingu,JP,2022-01-26 02:25:45,33.7333,135.9833,56.39,46,94,4.45
564,Ningbo,CN,2022-01-26 02:25:45,29.8782,121.5495,44.58,93,75,2.24
565,Ulagan,RU,2022-01-26 02:25:45,50.6321,87.9563,-11.24,86,100,2.1
566,Sinnamary,GF,2022-01-26 02:25:45,5.3833,-52.95,76.23,87,71,9.06
567,Gigmoto,PH,2022-01-26 02:25:46,13.7796,124.39,79.03,89,97,7.52
568,Xingcheng,CN,2022-01-26 02:25:46,40.6167,120.7167,23.22,45,62,5.12
